Sentence,Emotion,TRUE,SentenceCI,CI,CI_Distance
Yaşayabileceği utanca rağmen adamın bulunduğu yeri doğrulamaya hazır.,SHAME,She,Cinayet sabahı bir kadınlaymış. </s><s> Kadın da evli. </s><s> Yaşayabileceği utanca rağmen adamın bulunduğu yeri doğrulamaya hazır.,woman (kadın),-2
"Kabul edilmeyip, bize söylemeye utandığından süpHeleniyorum.",SHAME,She,"Marissa bu sabah baya bir erken çıkmış olmalı. </s><s> Kabul edilmeyip, bize söylemeye utandığından süpHeleniyorum.",name (Marissa),-1
Ona Palmolive reklamı işini kaybettiğini söylemekten utanıyor .,SHAME,She,"Aktris olmak istiyor. </s><s> Onda sürekli umutsuzluk havası hakim. </s><s> Ayrıca dış görünüşü de iyi değil. </s><s> Yeteneği de yok, ama yaşlı bir eşek misali uzun süredir bu işte olduğu için, artık başka bir şey yapmak için uğraş vermiyor. </s><s> Annesine yalan söylüyor. </s><s> Ona Palmolive reklamı işini kaybettiğini söylemekten utanıyor .",actress (aktris),-5
Burnunu kanamasından o kadar utandı ki tüm kanıtları havalandırma kanalına saklamak zorunda kaldı.,SHAME,She,Ya da kızın burnu kanadı ve kanı tişörtüne sildi. </s><s> Burnunu kanamasından o kadar utandı ki tüm kanıtları havalandırma kanalına saklamak zorunda kaldı.,girl (kız),-1
"Bundan çok utanırdı sizin insanlarla nasıl konuşmayı bilmediğinizden, senin ve büyükbabamın.",SHAME,She,"Kızından bahsetmeye gerek yok... annemden. </s><s> Bundan çok utanırdı sizin insanlarla nasıl konuşmayı bilmediğinizden, senin ve büyükbabamın.",mother(anne),-1
"Ve bilmiyorum, Hep utanmış gibi gözüküyordu.",SHAME,She,"Ondan sonra, annem ve ben bu olayı asla konuşmadık. </s><s> Hem de hiç. </s><s> Ve bilmiyorum, Hep utanmış gibi gözüküyordu.",mother(anne),-2
Çok utandı,SHAME,She,Delia çılgına döndü </s><s> Çok utandı,name (Delia),-1
Bazen biraz utangaç oluyor.,SHAME,She,Bu Candy. </s><s> Merhaba diyin. </s><s> Selam. </s><s> Bazen biraz utangaç oluyor.,name (Candy),-3
Benden utanıyor mu yoksa?,SHAME,She,Debbie hamile kalınca evlendik. </s><s> Beni gizlemeye mi çalışıyor dersin? </s><s> Benden utanıyor mu yoksa?,name (Debbie),-2
Sanırım benden utanıyordu ve Amerika'ya taşındı.,SHAME,She,Annen seni görmeme pek izin vermezdi. </s><s> Sanırım benden utanıyordu ve Amerika'ya taşındı.,mother(anne),-1
Sana bunu vermek için çok utandığını söyledi.,SHAME,She,Bu Soyo'dan. </s><s> Sana bunu vermek için çok utandığını söyledi.,name (Soyo),-1
Benden utanıyor .,SHAME,She,"CatHerine ve ben, artık birlikte değiliz ve Maria istemiyor... </s><s> O benimle konuşmuyor. </s><s> Benden utanıyor .",name (Maria),-2
Utanmış olmalı.,SHAME,She,"Oradaki küçük kız. </s><s> Yani, oradaydı. </s> <s> Utanmış olmalı.",girl (kız),-2
Sadece utanıyor o kadar.,SHAME,She,"Bu tavrının anneni ne hale getirdiğini görmüyor musun, neler çektiğini, onu nasıl üzdüğünü? </s><s> Sadece utanıyor o kadar.",mother(anne),-1
Ama korkunç bir utançla acı çekmişti.,SHAME,She,"O kamptaki en popüler kızdı. </s><s> Sınıf başkanı, balo kraliçesi, vesaire. </s><s> Ama korkunç bir utançla acı çekmişti.",girl (kız),-2
Utangaç olmak için çok büyük.,SHAME,She,"Ne mızmız kız, sadece bir bikini. </s> <s> Utangaç olmak için çok büyük.",girl (kız),-1
Belki yeni bir guru ile tanıştı sandım bana söylemekten çok utanıyordu .,SHAME,She,"Emily bireye yardım programlarını meditasyonu, renkleri dolabını tekrar düzenlemeyi severdi. </s><s> Aydınlanmaya giden binlerce yol var. </s><s> Çoğunu saçma bulurdum ve bundan haberi vardı. </s><s> Belki yeni bir guru ile tanıştı sandım bana söylemekten çok utanıyordu .",name (Emily),-3
Sizden utanç duyardı.,SHAME,She,Sybil'den bahsedeyim size. </s><s> Bu tarikatın kurucusudur. </s><s> Sizden utanç duyardı.,name (Sybil),-2
Belki de yaptığı şey hakkında konuşamayacak kadar utanmıştı .,SHAME,She,"Not, bir kadın için fazla kısa. </s><s> Kadınlar kendilerini anlatmayı severler. </s><s> Bence intihar süsü verilmiş. </s><s> Belki de yaptığı şey hakkında konuşamayacak kadar utanmıştı .",woman (kadın),-3
Ve seni davet etmeyi gerçekten çok istiyor ama çok utangaç .,SHAME,She,Abby kilise grubuyla Her Çarşamba gecesi bowling oynamaya gidiyor. </s><s> Ve seni davet etmeyi gerçekten çok istiyor ama çok utangaç .,name (Abby),-1
Ya da sevgilisini Guano çocukla aldattığı için utanç duyuyordur.,SHAME,She,"Dur biraz,yani Krista Thomas'ı mı koruyor? </s><s> Koruyor ya da toz kondurmuyor. </s><s> O mesajların ondan gelmediği konusunda ısrarcı. </s><s> Ya da sevgilisini Guano çocukla aldattığı için utanç duyuyordur.",name (Krista),-3
Bir Meksikalı olsaydı en azından kendinden utanırdı .,SHAME,She,James'in annesinde olduğu gibi beyaz ırkın bu kadar alçaldığını görmeye dayanamıyorum. </s><s> Bir Meksikalı olsaydı en azından kendinden utanırdı .,mother(anne),-1
Eve dönmeye utanıyor .,SHAME,She,Eve dönmeye utanıyor . </s><s> Alison'ın sağ salim evine dönmesini istediğimizi bildiren mesajımızı yayınlamalısınız.,name (Alison),1
"Bak, utandığından yüzü kızardı.",SHAME,She,"Yakala onu , kız uzaklaşıyor. </s><s> Gözlerinin derinliğinde yüzmek istiyorum. </s><s> Ona ingilizce söyle. </s><s> Dudaklarındaki rengi çalmak istiyorum, söyle ona. </s><s> Bak, utandığından yüzü kızardı.",girl (kız),-4
Utangaç olduğu için grup seansına katıldı.,SHAME,She,Onun doğru kız olduğunu biliyordum. </s><s> Artık sana söyleyebilirim. </s><s> Ne pahasına olursa olsun seninle tanışmak istemişti. </s> <s> Utangaç olduğu için grup seansına katıldı.,girl (kız),-3
Utangaç ve kibardı ve bana aşık oldu.,SHAME,She,Ve sonra şu kadınla tanıştım... </s><s> Beth. </s> <s> Utangaç ve kibardı ve bana aşık oldu.,woman (kadın),-2
Gösteri yaptığı sırada utanıp utanmadığını belirlemeye çalışıyoruz.,SHAME,She,"Ne yani, kadının kalçalarıyla direğe tutunmasını izleyerek bir referans noktası falan mı oluşturacaksınız. </s><s> Gösteri yaptığı sırada utanıp utanmadığını belirlemeye çalışıyoruz.",woman (kadın),-1
Biraz utangaç gibi duruyordu.,SHAME,She,Lily Devine. </s><s> Sonra döndüm ve adeta süzülerek geliyordu kesinlikle göz kamaştırıcıydı. </s><s> Biraz utangaç gibi duruyordu.,name (Lily),-2
Böyle bir makalenin var olduğunu bile öğrense utanç komasına girecektir.,SHAME,She,"Sam, annemden bahsediyoruz. </s><s> Kendi kızının doğum odasında bulunmakla bile başa çıkamıyor. </s><s> Bize işemeyi bile ışıkları kapatarak öğretti. </s><s> Böyle bir makalenin var olduğunu bile öğrense utanç komasına girecektir.",mother(anne),-3
"Oğlununkinin küçük olduğunu gördüğünde, utanır !",SHAME,She,"Annesi tam bir sürtük, </s><s> Oğlununkinin küçük olduğunu gördüğünde, utanır !",mother(anne),-1
Yeni taşındı ve biraz utangaç,SHAME,She,Bana bir iyilik yap ve gidip Lorelai'la tanış. </s><s> Yeni taşındı ve biraz utangaç,name (Lorelai),-1
"Ama çok utanmıştı , sürekli ağlıyordu.",SHAME,She,"İçeri baktım ve Tina'yı gördüm birine özel dans yapıyordu. </s><s> Orada olaylar sona erebilirdi ama başını kaldırdı ve beni gördü. </s><s> Dışarı çıkar çıkmaz... ..arkamdan koşup beni yakaladı. </s><s> Dr. Morgan! </s><s> Lütfen bekleyin! </s><s> Bana sadece harç parasını ödemek için dans ettiğini söyledi. </s><s> Ben de ona beni ilgilendirmediğini söyledim. </s><s> Anlamalısınız. </s><s> Ama çok utanmıştı , sürekli ağlıyordu.",name (Tina),-8
"Biraz utangaçtır , fazla konuşmaz.",SHAME,She,"Bilirsin, Evangeline'le neredeyse Her gece konuşurum. </s><s> Biraz utangaçtır , fazla konuşmaz.",name (Evangeline),-1
"Çok utanmışmış , çok üzgünmüşmüş, çok değişmişmiş.",SHAME,She,"Ansel, annemle buluşmak için yoga salonuna gider. </s><s> Ofisinde hocasıyla işi pişirirken yakalar. </s><s> Düşünebiliyor musunuz? </s><s> - Sonra ne oldu? </s><s> - Gösterisini yaptı. </s><s> Çok utanmışmış , çok üzgünmüşmüş, çok değişmişmiş.",mother(anne),-5
Sığınmak için okula geldiği ve güneş doğana kadar birbirimize kısa hayatlarımızın hikayesini anlattığımız o geceden beri o soluk yüzü ve utangaç ama açık sözlü kişiliği aklımdan çıkmaz olmuştu.,SHAME,She,"Aralık ortalarında, nihayet Eva'dan bir mektup gelmişti. </s><s> Babası, yeni yılın ilk günlerinde başlamak üzere ona kasabada bir iş bulmuştu. </s><s> Sığınmak için okula geldiği ve güneş doğana kadar birbirimize kısa hayatlarımızın hikayesini anlattığımız o geceden beri o soluk yüzü ve utangaç ama açık sözlü kişiliği aklımdan çıkmaz olmuştu.",name (Eva),-2
"Çok utangaçtı , yüzünü sürekli aşağıda tuttu.",SHAME,She,"Bu Sandhya. </s><s> Ne kadar güzel olduğunu görüyor musun? </s><s> Teyzem, beni onunla evlendirmek istiyor. </s><s> Bu yüzden onu, benim görmem için eve getirmişler. </s><s> Fakat çok çalışmama rağmen yüzünü göremedim! </s><s> Çok utangaçtı , yüzünü sürekli aşağıda tuttu.",name (Sandhya),-5
İnsan önüne çıkmaktan utanıyor .,SHAME,She,Annen nerede? </s><s> - İnsan önüne çıkmaktan utanıyor .,mother(anne),-1
Elbette istiyor. </s> <s> Utangaçlığından konuşmuyor.,SHAME,She,"Söyle bakalım Hadil, okuldan ayrılıp kuzeninle evlenerek Mısır'a taşınmak istiyor musun? </s><s> Elbette istiyor. </s> <s> Utangaçlığından konuşmuyor.",name (Hadil),-2
Benden daha az utanç duyuyor olmalı.,SHAME,She,"Victoria, muhtemelen bir otel lobisinde külodunu çantasına tıkıştırmış ve gömleği ters yüz olmuş, gizlice dolanıyordur. </s><s> Şanslı sürtük. </s><s> Benden daha az utanç duyuyor olmalı.",name (Victoria),-2
Sevdiği ve sevmediği şeyler hakkında nadiren utangaç olur.,SHAME,She,"Kızının, New York'u terk etmekle ilgili düşüncelerini sormuştum. </s><s> Bazen annesi gibi inatçı keçinin teki olabiliyor. </s><s> Sevdiği ve sevmediği şeyler hakkında nadiren utangaç olur.",daughter (kız),-2
Karnını tuttuğu için çok utanmış .,SHAME,She,"Adı, Hellish Manda veya Havis Amanda. </s><s> Karnını tuttuğu için çok utanmış .",name (Amanda),-1
Galiba utandı ve ölmek istedi.,SHAME,She,Lizzy iyi mi? </s><s> Evet. </s><s> Galiba utandı ve ölmek istedi.,name (Lizzy),-2
Kız kardeşine hiçbir zaman istediği çin kemiklerinden bulamadığını söylemeye utandı .,SHAME,She,Josie sonunda istediği arabayı aldı. </s><s> Kız kardeşine hiçbir zaman istediği çin kemiklerinden bulamadığını söylemeye utandı .,name (Josie),-1
Bu insanları sürüklediğin kötü yolu görseydi utanırdı .,SHAME,She,EstHer'i kaybettiğindeki çektiğin acıyı hayal bile edemiyorum. </s><s> Ama onun adına bu kadınları öldürmen çok yanlış. </s><s> Bu insanları sürüklediğin kötü yolu görseydi utanırdı .,name (EstHer),-2
"Eminim biraz utanmasına sebep olmuştur, ama unutacaktır.",SHAME,She,"Mutsuzluğunu karbonhidratlarla bastırmaya çalışan ilk dişi o değil. </s><s> Eminim biraz utanmasına sebep olmuştur, ama unutacaktır.",female (dişi),-1
Başlarda utangaçtı ama sonradan kendini buldu işleri Her geçen gün öğrenmeye başladı bilirsin süreçleri iyice öğrenmişti.,SHAME,She,"Fernanda sevgi dolu bir insandı, çok çalışkandı ayrıca. </s><s> Bir kaç hafta önce çok hastalanmıştı ama gene de işinin başındaydı. </s><s> Nasıl hastaydı? </s><s> Midesindeki bir virüs gibi bir şeydi. </s><s> İşkolik diyorsun. </s><s> Kesinlikle. </s><s> Başlarda utangaçtı ama sonradan kendini buldu işleri Her geçen gün öğrenmeye başladı bilirsin süreçleri iyice öğrenmişti.",name (Fernanda),-6
Çaresizlik ve utanç içinde öldü.,SHAME,She,"Anneme sürekli işkence ettin, onu yavaş yavaş öldürdün. </s><s> Çaresizlik ve utanç içinde öldü.",mother(anne),-1
Çük kelimesini söylediğin zaman neredeyse utancından ölüyordu.,SHAME,She,Dorothy iffetli geçinen bir kadın. </s><s> Çük kelimesini söylediğin zaman neredeyse utancından ölüyordu.,name (Dorothy),-1
O zaman senden sakladığı şey yüzünden utanıyor .,SHAME,She,"Hannah senden kaçıyor, tatlım. </s><s> Kavga mı ettiniz? </s><s> Kavga mı? </s><s> Hayır. </s><s> O zaman senden sakladığı şey yüzünden utanıyor .",name (Hannah),-4
Gelmek için fazla utanç içinde olur.,SHAME,She,Maddy şu aralar yaşlılarla kaynaşıyor olmalı. </s><s> - Muhtemelen sonrasında gelecektir. </s><s> - Gelmek için fazla utanç içinde olur.,name (Maddy),-2
"Çok basit, çünkü utanmıştı . ",SHAME,She,"Çok basit, çünkü utanmıştı . </s><s> Bayan Raber videoları buldu ve kocası hakkındaki gerçekle yüzleşmek istemediği için Hepsini sildi.",Ms. Raber (Bayan Raber),1
İstiyorum ama sanırım utandı . </s><s> Benden kaçıyor.,SHAME,She,Resmen çıkacak mısın Seo hanımla? </s><s> İstiyorum ama sanırım utandı . </s><s> Benden kaçıyor.,Ms. Seo (Seo hanım),-1
Utangaçtı ve ait olacak bir yer arıyordu bir aile.,SHAME,She,"Bakın, Niki'yi seviyordum. </s><s> Kabuğundan çıkması için ona yardım ediyordum sadece. </s><s> Çok zor şeyler atlatmıştı. </s><s> Anne ve babasını kaybetmişti. </s> <s> Utangaçtı ve ait olacak bir yer arıyordu bir aile.",name (Niki),-4
Sadece bana baktı ve çok utangaç bir şekilde başıyla böye yaptı.,SHAME,She,"Dedim ki; </s><s> Azha neden gelip şu tabureye oturmuyorsun? </s><s> Yanıma otur, böylece çalışırken beni izleyebilirsin. </s><s> Sadece bana baktı ve çok utangaç bir şekilde başıyla böye yaptı.",name (Azha),-2
Utangaç ve sessiz bir tipti.,SHAME,She,Amy'nin ailesinden veya arkadaşlarından haber var mı? </s><s> Ailesi yıllar önce araba kazasında öldü. </s><s> Kardeşi veya yakın arkadaşı falan da yoktu. </s> <s> Utangaç ve sessiz bir tipti.,name (Amy),-3
"İyi bir sesi olduğunu biliyorduk, fakat göstermekten çok utanırdı .",SHAME,She,"Laurel ne kadar harikaydı değil mi? </s><s> İyi bir sesi olduğunu biliyorduk, fakat göstermekten çok utanırdı .",name (Laurel),-1
Oldukça utanmıştı .,SHAME,She,Karen nasıl? </s><s> - İyi olacak. </s><s> - Oldukça utanmıştı .,name (Karen),-2
Kurt olayının utanılacak bir şey olduğuna inanıyordu.,SHAME,She,Büyükanne bana yalan söyledi. </s><s> Avcıların seni öldürdüğü hikayesi... </s><s> Bebekken seni benden çalıp götürdüğünden beridir sana yalan söylüyor. </s><s> Bunu neden yaptı ki? </s><s> Çünkü kim olduğunla ilgili gerçekleri öğrenmeni istemedi. </s><s> Kurt olayının utanılacak bir şey olduğuna inanıyordu.,grandmother(büyükanne),-5
Sanırım para kazanmak için arkadan vermenin utancını bastırmasına da yardım ediyordu.,SHAME,She,Luann İsa'ya aşıktı. </s><s> Sanırım para kazanmak için arkadan vermenin utancını bastırmasına da yardım ediyordu.,name (Luann),-1
"Ve Hepsinden sonra, utandı .",SHAME,She,"Bree Van de Kamp tutuklandığından beri, çok farklı duygular yaşamıştı. </s><s> Bir an, korkuya kapıldı. </s><s> Sonra, sinirlendi. </s><s> Ve Hepsinden sonra, utandı .",name (Bree),-3
Utandığı için kesinlikle Her şeyi inkar edecektir.,SHAME,She,"Klara, ...burada cinsel tacize uğramış görünüyor. </s><s> Muhtemelen aileye yakın biri tarafından. </s><s> Cinsel taciz mi? </s><s> Söyledikleri... </s> <s> Utandığı için kesinlikle Her şeyi inkar edecektir.",name (Klara),-4
Çalmaktan mı utanıyordu ?,SHAME,He,Neden adam piyano çalmak için kapıyı kilitlesin ki? </s><s> Çalmaktan mı utanıyordu ?,man (adam),-1
Ama kendisi biraz utangaç .,SHAME,He,"Gertrude, yarın gece için sana çok yakışıklı bir arkadaş buldum. </s><s> Ama kendisi biraz utangaç .",handsome (yakışıklı),-1
"Portre utancının ağırlığını yüklenirken, kendisi sonsuz gençliğe sahip olacaktı. ",SHAME,He,"Portre utancının ağırlığını yüklenirken, kendisi sonsuz gençliğe sahip olacaktı. </s><s> Şeytani bir kadere yenik düşmüştü. </s><s> Yıllar geçtikçe, </s><s> Dorian'ın mucizevi gençliği merak uyandırıyordu.",name (Dorian),3
Utangaçlığı yüzünden şansını kaçırır.,SHAME,He,"Mim oyuncusu Baptiste Deburau, Garance isimli aktrise tutkuyla aşık olur. </s> <s> Utangaçlığı yüzünden şansını kaçırır.",name (Baptiste),-1
Yaşlı ve müflis biri olmanın utancıyla bembeyaz kesilip ölecek.,SHAME,He,"Kendisi 50 yaşında, kalp sorunu olan bir adam. </s><s> Yarın 776 isabet edip sermayesini yok ettiğinde onun hayatını da silip yok edecek. </s><s> Yaşlı ve müflis biri olmanın utancıyla bembeyaz kesilip ölecek.",man (adam),-2
Çünkü utanç yaşadı!,SHAME,He,Belki Herkes değil ama Brad izliyor. </s><s> - Senin için endişelendiğinden. </s><s> Çünkü utanç yaşadı!,name (Brad),-2
"Ne kadar utangaç , alçakgönüllü ve çekingen biri olduğunu bilirsiniz. ",SHAME,He,"Ne kadar utangaç , alçakgönüllü ve çekingen biri olduğunu bilirsiniz. </s><s> Bir aile karakteristiği. </s><s> Yeni çekilen bir vesikalığı var yanımda. </s><s> Kendisi Hep yakışıklı çocuktu.",handsome (yakışıklı),3
Benimle alay ettiği için utanacak .,SHAME,He,Ama seni eğiten Gawain ne diyecek peki? </s><s> - Benimle alay ettiği için utanacak .,name (Gawain),-1
Belki de bizimle konuşmaya utanıyordur .,SHAME,He,Kocasından bir haber var mı? </s><s> Yok. </s><s> Belki de bizimle konuşmaya utanıyordur .,husband (koca),-2
"Biraz Heyecanlı, utangaç ve terliyor.",SHAME,He,"Ama odada başka bir adam var, köşede. </s><s> Biraz Heyecanlı, utangaç ve terliyor.",man (adam),-1
Çünkü yenileceğini biliyor ve utanmak istemiyor. ,SHAME,He,Çünkü yenileceğini biliyor ve utanmak istemiyor. </s><s> Zavallı Cadmus.,name (Cadmus),1
Belki utanmıştır .,SHAME,He,Mr. Blanchard bir kez olsun doğrudan gözlerimin içine bakmadı. </s><s> Belki utanmıştır .,Mr. Blanchard,-1
"Şimdi, bir haftada falan, eve gizlice geri dönecek, kendisinden iyice utanmış olarak.",SHAME,He,"Şey, Henry sadece o tehlikeli yaşta. </s><s> Yaşı kaç, 47? </s><s> Mmm-hmm. </s><s> O geçici bir ilişki yaşıyor. </s><s> Şey, ne demek istediğimi biliyorsun, Mabel. </s><s> O sıkıntılı dönemden geçiyor. </s><s> Şimdi, bir haftada falan, eve gizlice geri dönecek, kendisinden iyice utanmış olarak.",name (Henry),-6
Seyrettiğimi görünce utandı .,SHAME,He,"İfadenizde, Lucas'ı Selena'yı döverken gördüğünüzde sizin devamına engel olduğunu söylediniz. </s><s> -Bunu biliyorum. </s><s> -Bilmiyor fakat var sayıyorsunuz. </s><s> Seyrettiğimi görünce utandı .",name (Lucas),-3
"Sol ayağını sürüyordu ve bunu saklamaya çalışıyordu, çünkü utanıyordu . ",SHAME,He,"Sol ayağını sürüyordu ve bunu saklamaya çalışıyordu, çünkü utanıyordu . </s><s> Sanırım bu adamı buradaki Herkesten çok daha iyi biliyorum.",man (adam),1
"Tek başına, hayvani bir vahşiliğe bürünür... ve nihayet kendi canavarlığından utanarak ... insan hasretiyle çılgına dönmüş bir halde...",SHAME,He,"Dürüst bir denizci olan Thomas Ayrton, zalim bir korsan çetesine katılır. </s><s> Onlar tarafından bu esrarengiz adada terk edilir. </s><s> Sırlarını ele vermesin diye dili kesilmiştir. </s><s> Tek başına, hayvani bir vahşiliğe bürünür... ve nihayet kendi canavarlığından utanarak ... insan hasretiyle çılgına dönmüş bir halde...",name (Thomas),-3
Geçmişinden utanıyorsa ...,SHAME,He,Bu George'un sorunu. </s><s> Geçmişinden utanıyorsa ...,name (George),-1
Utanmış gibi davrandı.,SHAME,He,Alphonse'la nefes alabiliyorum. </s><s> - Çok kurnaz. </s><s> Kurnaz ve... </s><s> Onu iyi tanırım. </s><s> Hélene'in ilk mektubunu aldığında zamanlamanın iyi olduğunu söyledi. </s> <s> Utanmış gibi davrandı.,name (Alphonse),-5
Senden ve yaşadığımız yerden utanıyor .,SHAME,He,"Leonard Crawley'nin Crawley İmparatorluğuna sahip olduğunu Crawleyville'in dörtte üçünün ona ait olduğunu biliyorum ama sırf kasabanın en zengin adamı diye onunla evlenecek değilim. </s><s> Hem sinsi, Hem sıkıcı, Hem suratsız ayrıca kasabadaki Her kızla birlikte oldu Hepsi bir yana ona âşık değilim! </s><s> - Aşk diye bir şey yoktur! </s><s> - Züppenin teki o! </s><s> Senden ve yaşadığımız yerden utanıyor .",man (adam),-4
Bana çok utangaç biri gibi geldi.,SHAME,He,Bu Nevil. </s><s> Kafasına estiği zaman benim part-time asistanlığımı yapıyor. </s><s> Bana çok utangaç biri gibi geldi.,name (Nevil),-2
"Utanıyordu , beni aramaya utanıyordu. ",SHAME,He,"Oğlum eve döndüğünde nasıl bir ruhsal çöküntü ve ıstırap içinde olduğunu ifade etti. </s><s> Sizi veya avukatını arama fırsatı kendisine verilmişti. </s> <s> Utanıyordu , beni aramaya utanıyordu.",son (oğul),-2
Bunu öğrendiğini duysa çok utanır Herhalde.,SHAME,He,"Roman çok hasta. </s><s> Aramızda kalsın, en fazla bir, iki ay ömrü kaldı. </s><s> En sevdiği şehirleri ziyaret etmek istedi. </s><s> Doğumdan önce giderek seni kırmak istemediler. </s><s> Bunu duyduğuma üzüldüm. </s><s> Bunu öğrendiğini duysa çok utanır Herhalde.",name (Roman),-5
"Aşağılandı, utanıyor .",SHAME,He,"Aşağılandı, utanıyor . </s><s> Neden utanıyor? </s><s> Nick Arnstein bu, gangsterin biri değil!",name (Nick),2
Eğer beni görürse utanacak ...,SHAME,He,Bu adamı tanıyorum. </s><s> Bana borcu var. </s><s> Eğer beni görürse utanacak ...,man (adam),-2
Utançtan öldü.,SHAME,He,Gibarian korkudan ölmedi. </s> <s> Utançtan öldü.,name (Gibarian),-2
Utangaç ve bir o kadar da toydur.,SHAME,He,Kardeşim Christian da burda. </s><s> Yatağımda oturuyor. </s> <s> Utangaç ve bir o kadar da toydur.,name (Christian),-2
Biraz utanmış da.,SHAME,He,"Jerry aramamı istedi. </s><s> Benzin istasyonunda pantolunu patlamış, ve bir tane pantolon getirmeni istiyor. </s><s> - Tamam. </s><s> - Tamam? </s><s> Biraz utanmış da.",name (Jerry),-4
Utanmıyorsa belki sana bir şey anlatabilir.,SHAME,He,Franz'a sor. </s> <s> Utanmıyorsa belki sana bir şey anlatabilir.,name (Franz),-1
Babasından utanıyordu . </s><s> ,SHAME,He,Babasından utanıyordu . </s><s> Yani Giovanni... </s><s> aslında senden utanıyordu?,name (Giovanni),1
O kadar utangaç ki.,SHAME,He,"Çocuğum, oğlum Chris. </s><s> Yardıma ihtiyacı var. </s><s> Biraz araştırma yaptım. </s><s> Herkes özellikle sizi öneriyor. </s><s> Sorunu nedir? </s><s> Keşke bilebilseydim. </s><s> Çok zeki, bundan eminim, ama okula gitmek istemiyor, derslerine girmiyor. </s><s> Tanrım! </s><s> O kadar utangaç ki.",son (oğul),-8
Sanırım utanırdı,SHAME,He,Ya baban beni burada görürse? </s><s> Bilmem. </s><s> Sanırım utanırdı,father(baba),-2
Sanırım olanlardan biraz utanıyor .,SHAME,He,Mark nerede? </s><s> - O uyuyor. </s><s> Kafası iyi demek istiyorsun. </s><s> Sanırım olanlardan biraz utanıyor .,name (Mark),-3
Ama ellerini ceplerine sokmaya utanıyordu .,SHAME,He,"Ondan sonra Jacek anladı, ağlamaya başlamıştı çünkü. </s><s> Elleri buz gibiydi. </s><s> Ama ellerini ceplerine sokmaya utanıyordu .",name (Jacek),-2
"O kadar utanmıştı ki, geldiğinde sendeliyordu.",SHAME,He,"Yeryüzünde hiç kimse öyle bir adamı restoranda bırakıp gitmezdi. </s><s> Sana böyle mi söyledi? </s><s> Bir şey söylemesine gerek yok. </s><s> O kadar utanmıştı ki, geldiğinde sendeliyordu.",man (adam),-3
Tuhaf bir nedenden dolayı bundan utanıyordu .,SHAME,He,Babamın para kazanmak için ne iş yaptığını işte böyle öğrendim. </s><s> Tuhaf bir nedenden dolayı bundan utanıyordu .,father(baba),-1
Utanmıştı. </s><s> Sanırım utanmıştı .,SHAME,He,Babamın yüzüne baktım ve onun yaptığını anladım. </s><s> O da bildiğimi anladı. </s><s> Utanmıştı. </s><s> Sanırım utanmıştı .,father(baba),-2
Ve utancından dolayı ismini Oglander olarak değiştiriyor.,SHAME,He,Ama Bay Hawtrey yakalanıyor. </s><s> Ve utancından dolayı ismini Oglander olarak değiştiriyor.,Mr. Hawtrey (Bay Hawtrey),-1
Çok utangaçtı . ,SHAME,He,Çok utangaçtı . </s><s> Bugüne kadar tanıdığım en utangaç erkekti.,man (erkek),1
Sanki bundan utanıyor gibi.,SHAME,He,"Biliyor musun, bence Steve çalışmadan duracak kapasitede biri değil. </s><s> Sanki bundan utanıyor gibi.",name (Steve),-1
"Ama o kadar şişmanlamıştı ki, bundan çok utanıyordu .",SHAME,He,"Marlon Brando geldiğinde ne yaptınız? </s><s> Onunla anlaştığım zaman zaten çok kiloluydu ve forma gireceğine söz vermişti. </s><s> Sonra düşündüm ki kilolu olmasını da kullanabilirim. </s><s> Ama o kadar şişmanlamıştı ki, bundan çok utanıyordu .",Marlon Brando,-3
Utandı ve gitti.,SHAME,He,Hank nerede? </s> <s> Utandı ve gitti.,name (Hank),-1
Utanç içinde ölmüş olurdu.,SHAME,He,Onun ismine yaptıklarını görecek kadar yaşamadığı için baban şanslı. </s> <s> Utanç içinde ölmüş olurdu.,father(baba),-1
Yaralandı ve utanıyor .,SHAME,He,Babam beni görmek ister. </s><s> Beni ondan uzak tutan sensin. </s><s> - Bunun doğru olmadığını biliyorsun. </s><s> - O zaman onu neden göremiyorum? </s><s> Buraya gel. </s><s> Yaralandı ve utanıyor .,father(baba),-5
Ona yaptıkları yüzünden suçluluk ve utançla mahvolmuş.,SHAME,He,"Ama Büyük Kral, sonra öğrenmiş ki babam, büyülü yakutu kalbi ölen oğlunu iyileştirmek için kullanacakmış. </s><s> Ona yaptıkları yüzünden suçluluk ve utançla mahvolmuş.",king (kral),-1
"Potansiyeli olduğunu görüyordum... ancak utangaçlığı yüzünden, sanki kimse ona ulaşmak istemiyormuş gibi görünüyordu.",SHAME,He,"William St Joe'ya girdiği dönemde yapılan sınavlar, dördüncü veya beşinci sınıf düzeyinde olduğunu gösteriyordu. </s><s> Potansiyeli olduğunu görüyordum ancak utangaçlığı yüzünden, sanki kimse ona ulaşmak istemiyormuş gibi görünüyordu.",name (William),-1
Utangaç mı yoksa kibirli mi emin değilim.,SHAME,He,"Huang Yaoshi'nin Her yıl beni görmeye neden geldiğini anladım. </s><s> Garip bir çocuk, değil mi? </s><s> Yalnız kalmayı seviyor. </s> <s> Utangaç mı yoksa kibirli mi emin değilim.",name (Huang Yaoshi),-3
